"ID","Nom","Synonymes_existants","Code","Bdd","Comment_les_eviter_?","Qu'est-ce_que_j'en_fais_?","Que_va-t-il_devenir_?","nom_eco_organisme","filieres_REP"
"281","Préservatif",,"ADEME_PRODUIT","ademe",,"Jetez-le noué dans la poubelle des ordures ménagères.","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"285","Produit chimique","Mousse de polyuréthane / Sous-couche / Polish / Filtres à huile / Filtre à gasoil / Antigel / Liquide de dégivrage / Liquides de refroidissement / Biocides / Herbicide / Mousse expansive / Vaseline / Anti-goudron / Produit pour ramoner les cheminées / Appât","ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez le produit dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionné, le produit est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité). Il peut également servir de combustible pour les cimenteries. Le métal des emballages est recyclé.",,
"97","Chewing-gum","Bubble-gum","ADEME_ALIMENTS","ademe",,"Jetez-le dans la poubelle des ordures ménagères","Jeté à la poubelle, votre chewing-gum suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"98","Chiffon (ou absorbant) souillé par des produits dangereux",,"ADEME_DDS","sinoe",,"Apportez vos chiffons souillés de produits dangereux dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnés, les chiffons souillés sont envoyés vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"99","Chlore","Désinfectant de piscine","ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionné, le produit est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"101","Ciseaux",,"ADEME_FOURNITURE","ademe","Évitez les modèles ""fantaisie"" très vite démodés. Préférez des modèles en acier inoxydable et résistant pour une longue tenue dans le temps.","Remettez-les à une structure de réemploi s'ils sont encore en bon état ou à une association qui collecte des fournitures scolaires. Sinon, jetez-les dans la poubelle des ordures ménagères.","Remis à une structure de réemploi ou à une association, vos ciseaux poursuivent une seconde vie. Jetés à la poubelle, ils suivent l'une des filières d'élimination des ordures ménagères : ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
"102","Classeur",,"ADEME_FOURNITURE","ademe","Réutilisez ! Avant de partir faire vos courses pour la rentrée des classes, faites le point sur l'état du matériel de l'année scolaire passée, vous n'avez peut-être pas besoin de tout racheter. Préférez des produits écolabellisés. Le logo Ange Bleu vous garantit ainsi des produits en carton et plastiques recyclés, emballés dans des matériaux également recyclés ou recyclables.","Remettez-le à une structure de réemploi s'il est encore en bon état ou à une association qui collecte des fournitures scolaires. Sinon, jetez-le dans la poubelle des ordures ménagères.","Remis à une structure de réemploi, votre classeur poursuit une seconde vie. Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"104","Colle (à bois, super-glu, époxy, néoprène)",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout..","Qu'elle soit vide ou non, apportez-la dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnées, les colles sont envoyées vers un incinérateur de produits dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité). Elles peuvent également servir de combustible pour les cimenteries. Le métal des emballages est recyclé",,
"105","Colle blanche (stick ou pot)","Tube de colle scolaire","ADEME_FOURNITURE","ademe","Préférez des produits portant un logo environnemental.","Jetez-la dans la poubelle des ordures ménagères.","Jetée à la poubelle, elle suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"106","Contreplaqué",,"ADEME_BOIS","sinoe","Choisir une taille de matériaux adaptée à la surface à couvrir, vous permet de minimiser les chutes de construction et ainsi la quantité de déchets produits pendant vos travaux.","Faites enlever ces déchets par l'entrepreneur qui réalise vos travaux de rénovation. Il les évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée lors d'un diagnostic préalable ou en fonction de la quantité évacuée).<br /><br />Déposez-les en déchèterie si vous réalisez des travaux vous-même et que la quantité de déchets à éliminer est limitée. Si les quantités sont trop importantes, faîtes appel à une entreprise spécialisée.","Le contreplaqué est un bois collé faiblement traité qui peut faire l'objet : - d'une valorisation matière sous forme de panneaux agglomérés, - d'une valorisation organique (compostage), - d'une valorisation énergétique (incinérateur de déchets non-dangereux avec récupération d'énergie), - à défaut dune incinération sans valorisation énergétique ou d'un enfouissement en installations de stockage de déchets non-dangereux.",,
"108","Coquilles d'oeufs",,"ADEME_ALIMENTS","ademe",,"Jetez-les en petites quantités dans le tas de compost ou le bac individuel ou partagé de compostage (si cette dernière solution a été mise en place à proximité de votre domicile). Dans la mesure du possible, broyez-les avant de les jeter.<br /><br />Sinon, jetez-les dans la poubelle des ordures ménagères.","Les coquillages et les coquilles d'oeufs ne se décomposent pas. Mais leur usure apporte des éléments minéraux tandis que leur structure facilite l'aération du compost en maturation. Jetées à la poubelle, les coquilles suivent l'une des filières d'élimination des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installation de stockage de déchets.",,
"107","Coquilles de fruits de mer",,"ADEME_ALIMENTS","ademe",,"Jetez-les en petites quantités dans le tas de compost ou le bac individuel ou partagé de compostage (si cette dernière solution a été mise en place à proximité de votre domicile). Dans la mesure du possible, broyez-les avant de les jeter.<br /><br />Sinon, jetez-les dans la poubelle des ordures ménagères.","Les coquillages et les coquilles d'oeufs ne se décomposent pas. Mais leur usure apporte des éléments minéraux tandis que leur structure facilite l'aération du compost en maturation. Jetées à la poubelle, les coquilles suivent l'une des filières d'élimination des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installation de stockage de déchets.",,
"109","Corde usée",,"ADEME_CORDE","sinoe",,"Remettez-la aux magasins ou clubs de voile ou d'alpinisme qui acceptent de les reprendre.<br /><br />Sinon, jetez-la dans la poubelle des ordures ménagères (ou apportez-la en déchèterie si vous disposez de grandes quantités).","Les cordes reprises par les magasins et les clubs sportifs peuvent servir à la fabrication de nouvelles cordes (écoles de voile) ou de vêtements sportifs techniques (écharpes, polaires...). Sinon les cordes seront incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installations de stockage de déchets non-dangereux.",,
"401","Coton démaquillant","Coton-tige / Coton hydrophile","ADEME_BEAUTEETHYGIENE","ademe","Veillez à choisir un produit portant un logo environnemental. Il atteste que le produit intègre des composants naturels et issus de l'agriculture biologique. Certains logos garantissent également une gestion optimisée des déchets lors de la production.","Jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"111","Couche-culotte (lange)","Couches pour bébé / Couches hygiéniques","ADEME_BEAUTEETHYGIENE","ademe","Les couches lavables ne sont pas forcément une meilleure solution que les couches jetables. Elles présentent un intérêt en termes de réduction des déchets, mais génèrent des consommations d'eau et d'énergie pour leur lavage. Si vous choisissez des couches lavables, utilisez des lessives portant un logo environnemental et respectez les doses conseillées. Pour les couches jetables, préférez celles porteuses du logo ""Nordic Swan"", qui garantit une moindre production de déchets au moment de la fabrication des couches.","Jetez les couches culottes dans la poubelle des ordures ménagères.","Jetée à la poubelle, une couche suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"114","Couverts en métal",,"ADEME_CUISINE","sinoe",,"S'ils sont encore en bon état, remettez-les à une structure de réemploi. Rapportez-les en déchèterie dans la benne réservée aux métaux.<br /><br />Sinon, jetez-les dans la poubelle des ordures ménagères.","Remis à une structure de réemploi, vos couverts poursuivent une seconde vie. Déposés en déchèterie, les couverts sont repris par un récupérateur et le métal qui les compose est fondu et recyclé dans des installations sidérurgiques. Jetés aux ordures ménagère, ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets. Le métal qu'ils contiennent peut être récupéré après incinération.",,
"115","Crayon en bois (à papier, de couleur)",,"ADEME_FOURNITURE","ademe","Préférez l'achat d'instruments d'écriture porteur d'un logo environnemental public. Le logo environnemental Écolabel Nordique (Nordic Swan) garantit que le produit à un moindre impact environnemental tout au long de son cycle de vie. Il garantit notamment l'obligation d'avoir au moins 50 % du bois utilisé annuellement provenant de forêts gérées durablement et certifiés, l'interdiction d'utiliser du plomb, du mercure, du cadmium ou du chrome hexavalent dans le corps du stylo et l'ensemble de ses pièces, etc.","Jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"116","Crottes de chien",,"ADEME_ANIMAUX","ademe",,"Conduisez votre chien dans le caniveau et ramassez la déjection à l'aide d'un sachet. Nouez le sachet ou repliez sa partie supérieure. Jetez le tout dans une poubelle sur la voie publique ou dans les bornes prévues à cet effet.","Jetées à la poubelle, les déjections canines suivent l'une des filières d'élimination des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installation de stockage de déchets.",,
"119","Cuvette de WC",,"ADEME_MEUBLE","sinoe",,"Si elle est encore en bon état, remettez-la à une structure de réemploi.<br /><br />Sinon, faites-la enlever par les services de votre collectivité chargés des encombrants ou déposez-la en déchèterie.","Remise à une structure de réemploi, votre cuvette de WC poursuit une seconde vie. Déposée en déchèterie ou enlevée par les encombrants, elle sera considérée comme déchet inerte. Elle pourra être valorisée sous forme de gravats ou de granulats dans des installations routières. Dans le cas contraire elle sera déposée en installation de stockage de déchets inertes.",,
"120","Déboucheur de canalisations",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionné, le produit est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"121","Décapant","Décapant pour cheminée / Décapant pour four","ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionné, le décapant est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité). Il peut également servir de combustible pour les cimenteries. Le métal des emballages est recyclé.",,
"123","Déchets d'Activités de Soins à Risques Infectieux (DASRI) perforants",,"ADEME_DASRI","ademe",,"Mettez-les dans une boîte à aiguilles jaune à couvercle vert (BAA), remise gratuitement aux patients en autotraitement sur simple présentation d'une ordonnance, par le biais de toutes les pharmacies (d'officine ou hospitalière). Une fois la boîte pleine, rapportez-la dans un point de collecte qui l'accepte (pharmacie d'officine ou hospitalière, déchèterie, laboratoire de biologie médicale, borne automatisée sur la voie publique, local municipal...).","Les boîtes pleines déposées en point de collecte sont temporairement stockées puis prises en charge par des entreprises de transport spécialisées. Ces dernières les remettent aux opérateurs de traitement qui les incinèrent (avec valorisation énergétique) dans des installations spécialisées ou les prétraitent afin de les éliminer comme déchets non-dangereux (incinérateur ou installation de stockage de déchets non-dangereux).",,
"125","Déchets inertes","Déchets inertes mélangés / Enrobé bitumineux / Isolant minéral / Carrelage / Verre plat blanc / Verres plats spéciaux","ADEME_DECHETS","sinoe",,"Faites enlever ces déchets par l'entrepreneur qui réalise vos travaux de rénovation. Il les évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée lors du devis initial ou en fonction de la quantité évacuée).<br /><br />Déposez-les en déchèterie si vous réalisez des travaux vous-même et que la quantité de déchets à éliminer est limitée. Si les quantités sont trop importantes, faîtes appel à une entreprise spécialisée.","Les déchets inertes déposés en déchèterie, ou directement sur plate-forme de tri, peuvent être en grande partie valorisés comme matériaux de Travaux Publics (remblais, routes...) ou dans le cadre de réaménagement de carrière. A défaut, ils sont enfouis en installation de stockage de déchets inertes.",,
"126","Déchets radioactifs","ORUM / Objet au radium à usage médical / Fontaine au radium / Minéraux radioactifs","ADEME_RADIOACTIF","ademe",,"Contactez l'Andra (Agence nationale pour la gestion des déchets radioactifs) qui prendra gratuitement en charge l'enlèvement de votre produit (en dessous d'un seuil de 5000 € HT).","Les déchets peuvent subir un traitement spécifique sur les centres de l'Andra, avant d'être compacté, mis en fûts et stockés dans des cases de stockage en béton armé et étanchéifié. Une fois plein, le site est recouvert d'un ensemble de couches assurant son étanchéité (grès, sable, bitume et terre végétale). Le site est alors engazonné et soumis à une surveillance radiologique, physico-chimique et écologique régulière.",,
"130","Diapositives",,"ADEME_PHOTO","sinoe",,"Déposez-les en déchèterie (si une filière spécifique existe) ou remettez-les aux laboratoires photographiques s'ils les acceptent.","Les films photographiques sont séparés du cadre de la diapositive. Ils sont ensuite broyés puis plongés dans un bain d'électrolyse afin de récupérer l'argent qu'ils contiennent. L'argent récupéré est envoyé à un ""affineur-fondeur"" qui le transforme selon les besoins. Les cadres des diapositives sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie).",,
"131","Eau de Javel (berlingot)",,"ADEME_DDS","sinoe","Veillez à respecter les doses indiquées sur les consignes.","Jetez l'emballage vide dans la poubelle des ordures ménagères.","Le berlingot suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"133","Eau de Javel (pastilles)",,"ADEME_DDS","sinoe","Veillez à respecter les doses indiquées sur les consignes.","Jetez-les emballages vides dans le bac, le sac ou le conteneur réservé aux emballages recyclables, selon les consignes de tri de votre commune. Les bouchons peuvent être jetés avec leur récipient.<br /><br />A déposer en déchèterie si le récipient n'est pas vide.","Tolérés dans les bacs de collectes séparés, les boîtes vides de pastilles d'eau de Javel sont séparées des autres matières recyclables dans les centres de tri et conditionnées en balles compressées. Celles-ci sont envoyées vers les centres de recyclage ou les plastiques sont nettoyés, triés et broyés en paillettes. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux emballages ou d'autres produits (tuyaux, polaires, arrosoirs...). Les récipients non-vides et déposés en déchèterie seront détruits dans des incinérateurs pour déchets dangereux (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis dans une installation de stockage de déchets dangereux.",,
"134","Eau oxygénée",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'elle soit vide ou non, apportez-la dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnée, l'eau oxygénée est envoyée vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"135","Eau souillée",,"ADEME_DDS","sinoe",,"L'eau est contaminée par des produits dangereux (solvants, peintures...) est à apporter en déchèterie, dans un récipient fermé. Si l'eau contient des substances non-dangereuses, videz-la dans les WC ou un évier .","Les eaux ayant contenu des substances dangereuses sont le plus souvent éliminées par évapo-incinération. Vidée dans le réseau d'eau usée, l'eau sera traitée en station d'épuration.",,
"137","Emballage souillé par un produit dangereux",,"ADEME_DDS","sinoe","Limitez la quantité d'emballages souillés en achetant ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnés, les emballages souillés sont envoyés vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité). Il peut également servir de combustible pour les cimenteries. Le métal des emballages est recyclé.",,
"138","Emballage vide de produit phytosanitaire",,"ADEME_DDS","sinoe","Vous pouvez jardiner autrement. Réduisez l'usage des produits phytosanitaires tout en préservant le bon développement des végétaux avec le jardinage responsable. Si toutefois l'utilisation de ce produit est inévitable, vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnés, les emballages sont envoyés vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"139","Enduit",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionné, l'enduit est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"140","Engrais minéral",,"ADEME_DDS","sinoe","Vous pouvez jardiner autrement. Réduisez l'usage des engrais tout en préservant le bon développement des végétaux avec le jardinage responsable. Si toutefois l'utilisation de ce produit est inévitable, vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnés, les engrais sont envoyés vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"141","Engrais organiques",,"ADEME_ENGRAIS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et uniquement la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Jetez les engrais organiques dans la poubelle des ordures ménagères si vous en avez en petite quantité. Sinon apportez-les en déchèterie.","Ce produit suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"142","Enjoliveurs",,"ADEME_AUTOMOBILE","sinoe",,"S'il est encore en bon état, remettez-le à une structure de réemploi ou revendez-le.<br /><br />Sinon, apportez-le en déchèterie.","Remis à une structure de réemploi ou revendus, vos enjoliveurs poursuivent une seconde vie en tant que pièces d'occasion.<br/><br/>Déposés en déchèterie ils sont triés et, selon leur nature, réorientés vers :<br/><br/><br/>	une filière de recyclage pour faire l'objet d'une valorisation matière (métaux et plastiques),<br/>	la filière des ordures ménagères pour être incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou être enfouis en installation de stockage de déchets.<br/>",,
"144","Épluchures","épluchure","ADEME_ALIMENTS","ademe","Comme beaucoup de résidus alimentaires (épluchures et fanes de légumes, coquilles d'oeufs, marc de café, filtres en papier, pain, laitages, croûtes de fromages, fruits et légumes abîmés, etc.), les épluchures d'agrumes peuvent être valorisés par compostage. Faire votre compost vous permettra d'obtenir un amendement naturel pour votre jardin ou vos plantes en pots.","Compostez les épluchures à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile.<br /><br />Sinon, jetez-les dans la poubelle des ordures ménagères.","Le compost, utilisé comme amendement biologique, contribue à améliorer la structure et la fertilité du sol. Jetées à la poubelle, les épluchures suivent l'une des filières d'élimination des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installation de stockage de déchets.",,
"146","Essence de térébenthine",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Que la bouteille soit vide ou non, apportez-la dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnée, l'essence est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"148","Essuie-tout (papier)","Papier absorbant / Sopalin","ADEME_BEAUTEETHYGIENE","ademe","Préférez des produits portant l'Écolabel Européen. Du papier essuie-tout portant cet écolabel est composé de fibres recyclées ou issues de forêts gérées durablement.","Compostez-le à domicile ou jetez-le dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile. Sinon, jetez-le dans la poubelle des ordures ménagères.","Dans le bac de compostage, le papier est transformé en compost, en présence d'oxygène et d'eau, par de nombreux organismes de tailles variées. Ce produit va contribuer, dans le sol, à renforcer le stock d'humus. Jeté à la poubelle, le papier essuie-tout suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"149","Évier (céramique)",,"ADEME_MEUBLE","sinoe",,"S'il est encore en bon état, remettez-le à une structure de réemploi.<br /><br />Sinon, faites-le enlever par les services de votre collectivité chargés des encombrants ou déposez-le en déchèterie.","Remis à une structure de réemploi, votre évier poursuit une seconde vie. Déposé en déchèterie ou enlevé par les encombrants, il est considéré comme déchet inerte. Votre évier pourra alors être valorisé sous forme de gravats ou de granulats dans des installations routières. Dans le cas contraire, il sera déposé en installation de stockage de déchets inertes.",,
"150","Évier (en inox ou en aluminium)","évier / evier","ADEME_MEUBLE","sinoe",,"S'il est encore en bon état, remettez-le à une structure de réemploi ou revendez-le. <br /><br />S'il est en mauvais état, vous pouvez aussi le revendre à un ferrailleur.<br /><br />Sinon, faites-le enlever par les services de votre collectivité chargés des encombrants ou déposez-le en déchèterie.","Remis à une structure de réemploi, votre évier poursuit une seconde vie. Revendu à un ferrailleur, déposé en déchèterie ou enlevé par les encombrants, il est repris par un récupérateur. Le métal qui le compose est fondu et recyclé dans des installations sidérurgiques.",,
"154","Feutre (marqueur)","Stabilo / Surligneur","ADEME_FOURNITURE","ademe","Pour conserver vos marqueurs (pour tableaux blancs) plus longtemps, posez-les à l'horizontal. Préférez des produits portant un logo environnemental. Par exemple, l'écolabel public ""Nordic Swan"" vous garantit l'utilisation de matière recyclée ou renouvelable dans le produit.","Jetez-le dans la poubelle des ordures ménagères","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"155","Fibro-ciment",,"ADEME_BTP","sinoe","L'utilisation d'amiante est interdite en France depuis le 1er janvier 1997. Toutefois, un nombre important de produits anciens sont encore en place. Les interventions sur ces produits, leur dépose, leur transport et leur traitement peuvent être source d'exposition aux fibres d'amiante.","Faites enlever l'amiante par l'entrepreneur qui réalise vos travaux de rénovation. Il doit disposer d'une certification QUALIBAT 1552. Il retirera et évacuera vos éléments en fibro-ciment en toute sécurité vers des installations dédiées (en contrepartie d'une rémunération fixée lors du devis initial). Le retrait par vous-même est fortement déconseillé. Toutefois, si vous réalisez des travaux vous-même et que la quantité de déchets à éliminer est limitée, vous pouvez contacter votre déchèterie.","Les tuiles en fibro-ciment sont entreposés dans les alvéoles spécifiques des installations de stockage de déchets non-dangereux.",,
"156","Fil de fer barbelé",,"ADEME_METAL","sinoe",,"Vous pouvez revendre les fils en métal à un ferrailleur ou les déposer en déchèterie.","Revendu à un ferrailleur ou déposé en déchèterie, le fil de fer est repris par un récupérateur. Il est ensuite broyé, fondu et son métal recyclé dans des installations sidérurgiques.",,
"158","Filtre à café","Café (marc)","ADEME_ALIMENTS","ademe","Comme beaucoup de résidus alimentaires, les filtres à café peuvent être valorisés par compostage. Faire votre compost vous permettra d'obtenir un amendement naturel pour votre jardin ou vos plantes en pots.","Compostez-le à domicile ou jetez-le dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile. Sinon, jetez-le dans la poubelle des ordures ménagères.","Ils sont transformés en compost, lui-même utilisé comme amendement biologique qui contribue ainsi à améliorer la structure et la fertilité du sol. Jetés à la poubelle, les filtres à café suivent l'une des filières d'élimination des ordures ménagères : ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
"160","Flash-ball",,"ADEME_ARME","ademe",,"Déposez-le au commissariat ou à la gendarmerie, qui vous remettront une main courante. Un flashball peut être revendu à un armurier ou à un particulier (majeur).","Une arme remise au commissariat ou à la gendarmerie pour destruction sera broyée et entièrement réduite en ferraille et plastique.",,
"162","Fongicides",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnés, les fongicides sont envoyés vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
